Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Hukeri, Karnataka 5 Day Weather19:52 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT18 MAYMostly Clear--25ï¿½ï¿½0%NW 15 km/h47%SUN19 MAYMostly Sunny41ï¿½ï¿½25ï¿½ï¿½0%NNE 20 km/h24%MON20 MAYMostly Sunny41ï¿½ï¿½25ï¿½ï¿½0%N 17 km/h27%TUE21 MAYMostly Sunny40ï¿½ï¿½25ï¿½ï¿½0%NW 15 km/h35%WED22 MAYMostly Sunny40ï¿½ï¿½24ï¿½ï¿½0%WNW 15 km/h39%THU23 MAY",KARNATAKA,BELGAUM,HUKERI,53:08.0
,AGRICULTURE,Others,Others,Market Information,Asked about Market Price of,COMMODITY: RagiMarketVarietyGradeArrivalsUnitsMin (Rs.)Max (Rs.)Modal (Rs.)BENGALURUFineAverage204Quintal280032003000CHIKKAMAGALURULocalAverage70Quintal180018001800DODDABALLAPURLocalAverage145Quintal230028002700HARAPANAHALLILocalFAQ660Quintal200022802278MYSURULocalAverage6Quintal220125162298TUMAKURULocalAverage150Quintal155027002300SHIVAMOGGARedAverage2Quintal280031002950,KARNATAKA,BELGAUM,BELGAUM,01:15.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of athni,18 May Rainfall(MM) : 0 Temp(Max/Min):37.0 /21.5  Humidity(Max/Min)24.0 /80.0  Wind:1.9,KARNATAKA,BELGAUM,ATHNI,40:02.5
,AGRICULTURE,Others,Others,Weather,Asked about weather information of Khanapur taluk,Generally clear. High 39ï¿½ï¿½C. Winds NNW at 15 to 25 k,KARNATAKA,BELGAUM,KHANAPUR,49:37.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of      gokak,Generally clear. High 42ï¿½ï¿½C. Winds NNE at 15 to 30 k,KARNATAKA,BELGAUM,GOKAK,51:07.4
,AGRICULTURE,Others,Others,Nutrient Management,Asked about General information ON NUTRIENT MANAGEMENT,suggested to apply multiplex it contains all micro nutrients,KARNATAKA,BELGAUM,ATHNI,31:58.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Chikodi,Generally clear. High 41ï¿½ï¿½C. Winds NNE at 15 to 25 k,KARNATAKA,BELGAUM,CHIKODI,04:15.1
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT CHILLY SOWING SEASON,"Sowing/ planting of CHILLY: Rainfed crop May - June, Irrigated crop Oct - Nov Jan - Feb",KARNATAKA,BELGAUM,CHIKODI,08:00.2
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant Protection in sugarcane,suggested to spray chloropyriphos 2ml in one liter of water,KARNATAKA,BELGAUM,HUKERI,10:18.0
,AGRICULTURE,Others,Others,Weather,Asked about intercrop in banana which is 4 months old,Suggested vegetables crops can be grown when banana is three months old,KARNATAKA,BELGAUM,CHIKODI,11:37.1
,HORTICULTURE,Flowers,Marigold,Seeds and Planting Material,Asked about marigold sowing season and planting material,Planting: Throughout the yearsuggested to contact horticulture department for availability of seedlings Irrigate the crop once in 4 - 6 days depending upon soil moisture and weather conditions.,KARNATAKA,BELGAUM,CHIKODI,17:30.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of ramadurga Taluk,Generally clear. High 42ï¿½ï¿½C. Winds NNE at 15 to 30 k,KARNATAKA,BELGAUM,RAMDURG,33:54.4
,AGRICULTURE,Others,Others,Weather,asked about weather report of raybhag,Generally clear. High 41ï¿½ï¿½C. Winds NNE at 15 to 30 k,KARNATAKA,BELGAUM,RAYBAG,46:37.0
,AGRICULTURE,Others,Others,Training and Exposure Visits,Asked about  Farmer Producer Organisations (FPO) aims,"The year 2014 was observed as the ï¿½ï¿½ï¿½Year of Farmer Producer Organisations (FPO)ï¿½ï¿½ï¿½ by the Government of India.It (FPO) is one of the important initiatives taken by the Department of Agriculture and Cooperation of the Ministry of Agriculture to mainstream the idea of promoting and strengthening member-based institutions of farmers.As per the concept, farmers, who are the producers of agricultural products, can form groups and register themselves under the Indian Companies Act. These can be created both at State, cluster, and vil",KARNATAKA,BELGAUM,ATHNI,50:49.8
,HORTICULTURE,Vegetables,Chillies,Nutrient Management,Asked about Nutrient management  in chilli.,Recommended to spray:- Chilli special @ 3ml/lit of water to increase the number of fruits in chilli.,KARNATAKA,BELGAUM,RAMDURG,02:22.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of      hukeri,Generally clear. High 41ï¿½ï¿½C. Winds NNE at 15 to 30 k,KARNATAKA,BELGAUM,HUKERI,03:26.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Chikodi,Generally clear. High 41ï¿½ï¿½C. Winds NNE at 15 to 25 k,KARNATAKA,BELGAUM,CHIKODI,40:35.1
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Disease management in chilli leaf curl,"Management ;0.3 ml. Imidacloprid 17.8 SL./lit. water. Repeat the spray at an interval of 10 days, around 200 lit. spray solution/acre/spray.",KARNATAKA,BELGAUM,BELGAUM,35:51.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni,Mostly Sunny41ï¿½ï¿½29ï¿½ï¿½0%NNE 20 km/h17%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5718:5519,KARNATAKA,BELGAUM,ATHNI,56:41.3
,AGRICULTURE,Others,Others,Weather,Asked about weather information about taluk,Generally clear. High 41ï¿½ï¿½C. Winds NE at 15 to 30 k,KARNATAKA,BELGAUM,RAMDURG,26:42.5
,AGRICULTURE,Others,Others,Weather,Asked about weather reportof hukeri,Partly cloudy. High 40ï¿½ï¿½C. Winds NNE at 15 to 25 k,KARNATAKA,BELGAUM,HUKERI,27:40.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of athni taluk,Partly cloudy. High 41ï¿½ï¿½C. Winds NNE at 15 to 25 k,KARNATAKA,BELGAUM,ATHNI,06:14.2
,AGRICULTURE,Pulses,Bengal Gram (Gram/Chick Pea/Kabuli/Chana),Market Information,Asked about market rate of bengal gram,HUBBALLIJawari/LocalAverage80Quintal460146014601HUBBALLIJowar ( White)Average190Quintal183927212001,KARNATAKA,BELGAUM,BYLAHONGAL,26:59.1
,AGRICULTURE,Others,Others,Weather,Asked about weather information about athni taluk,Partly cloudy. High 41ï¿½ï¿½C. Winds N at 10 to 15 k,KARNATAKA,BELGAUM,ATHNI,38:25.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  athni taluk.,Partly cloudy. High 41ï¿½ï¿½C. Winds N at 10 to 15 km/h.Recommended to  contact  VARUNA MITRA -0806773,KARNATAKA,BELGAUM,ATHNI,56:24.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of raybaagh,Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,RAYBAG,40:42.4
,AGRICULTURE,Others,Others,Credit,ASKED FOR GENERAL INFORMATION,080-22866431/080-23410509,KARNATAKA,BELGAUM,CHIKODI,14:41.3
,AGRICULTURE,Others,Others,Weather,"Asked about weather information  IN Belgaum, Karnataka 10 Day Weather","There is no chance of  rain today. For accurate weather forecast information, please contact weather helplines. Varunamitra: 08067735999",KARNATAKA,BELGAUM,RAMDURG,28:02.4
,HORTICULTURE,Vegetables,Chillies,Cultural Practices,Asked about Weed management,Application of weedicide at 0.6 litre Butachlor or 0.2 litre. Pendimethlyn in 300 litre. water per acre controls the weeds effectively.,KARNATAKA,BELGAUM,RAMDURG,12:54.2
,AGRICULTURE,Others,Others,"	Plant Protection	",ASKED FOR PLANT PROTECTION,"Spray 1.0 g. Carbendazim 50 WP.OR3.0 g. Wettable sulphur/lit. water, 15 days after transplanting.Repeat the spray if required 15 daysinterval.",KARNATAKA,BELGAUM,KHANAPUR,40:01.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athni Taluk,"Presence of cloudy weather,Precipitation 0% and there is no chance of occurrence of rain today. For more information please contact Varuna mitra - 08067735999",KARNATAKA,BELGAUM,ATHNI,05:16.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of BELGAUM,"Cloudy weather,precipitation 0% and there is no chances of occurrence of rain. For accurate weather  information, please contact weather helplines. Varunamitra-  08067735999",KARNATAKA,BELGAUM,PARASGAD,32:16.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Khanapur,Generally clear. High 38ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,BYLAHONGAL,36:55.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  Taluk,Generally clear. High 42ï¿½ï¿½C. Winds N at 15 to 25 k,KARNATAKA,BELGAUM,CHIKODI,58:37.8
,HORTICULTURE,Fruits,Banana,"	Plant Protection	",Asked about Plant Protection in  banana,Recommended to spray Propiconozole 25 EC.- 1.0 ml.in one litre of water,KARNATAKA,BELGAUM,ATHNI,12:55.7
,ANIMAL HUSBANDRY,Animal,Others,Credit,Asked about animal husbandry,Animal husbandry & Veterinary Contact number 1800 425 0012,KARNATAKA,BELGAUM,ATHNI,13:27.6
,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,"Animal Production (Piggery, Goatery, Sheep Farming etc.)",Asked about animal husbandry,Further more details please kindly contact Animal husbandry & Veterinary Contact number 1800 425 0012 and 080 23417100,KARNATAKA,BELGAUM,GOKAK,21:36.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management of sugarcane,Recommended to Apply 10:26:26@30 kg per acre,KARNATAKA,BELGAUM,HUKERI,37:20.8
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about plant protection in   sugarcane,recommended to Uproot affected clumps. Select setts from disease free planted crop.,KARNATAKA,BELGAUM,PARASGAD,52:26.8
,AGRICULTURE,Others,Others,Weather,BLANK CALL,BLANK CALL,KARNATAKA,BELGAUM,BELGAUM,19:23.4
,AGRICULTURE,Others,Others,Government Schemes,Asked about government schemes,suggested to contact raitha samparka kendra gokak 7259004463AAO7259004464Arabhavi08332-284763Gokak08332-228265,KARNATAKA,BELGAUM,GOKAK,27:18.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of gokak,Mostly Sunny41ï¿½ï¿½26ï¿½ï¿½10%NNE 18 km/h19%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5918:5520,KARNATAKA,BELGAUM,CHIKODI,48:06.8
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Aphids pest management in chilli crop,Recommended to spray 0.3 ml. Spinosad 45 SC. per lit. water.and after 3 dat take one more spray of MULTIMAX -Dissolve @ 3g per litre of water and spray on both sides of leaf. Two sprays are recommended. For fertigation: 2 ï¿½ï¿½ï¿½ 3 kg pe,KARNATAKA,BELGAUM,KHANAPUR,57:42.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of chikodi,Mostly Sunny41ï¿½ï¿½25ï¿½ï¿½0%N 18 km/h18%UV INDEXSUNRISESUNSETMOONRISEMOONSETExtreme05:5918:5620,KARNATAKA,BELGAUM,CHIKODI,02:47.6
,AGRICULTURE,Others,Others,Seeds,asked about gokak RSK helpline number,"08354230279, 08354230280 UAHS gokak of arabhavi",KARNATAKA,BELGAUM,GOKAK,34:42.5
,AGRICULTURE,Others,Others,Bio-Pesticides and Bio-Fertilizers,Asked about horticulture helpline,suggestd-08023086100,KARNATAKA,BELGAUM,BELGAUM,45:17.0
,HORTICULTURE,Vegetables,ARUM ,Nutrient Management,Asked about General information,Recommended to contact  (Toll free UHS Udyana Help Line)  1800 4257910,KARNATAKA,BELGAUM,BELGAUM,50:58.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Belagaum,Partly cloudy. High 39ï¿½ï¿½C. Winds WNW at 15 to 25 k,KARNATAKA,BELGAUM,PARASGAD,01:27.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of chikodi,Partly cloudy. High 41ï¿½ï¿½C. Winds N at 10 to 15 k,KARNATAKA,BELGAUM,CHIKODI,51:11.7
,AGRICULTURE,Others,Others,Weather,"Asked about weather report of Hukeri, Karnataka 10 Day Weather",Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,HUKERI,03:39.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk.,Partly cloudy. High 42ï¿½ï¿½C. Winds NE at 10 to 15 km/h.Recommended to  contact  VARUNA MITRA -0806773,KARNATAKA,BELGAUM,ATHNI,52:39.4
,HORTICULTURE,Plantation Crops,Coconut,Nutrient Management,Asked about Nutrient management of coconut,"Recommended to  10;26;26 complex nutrient, neem cake -500g, borax-50g, zinc sulphate 500g",KARNATAKA,BELGAUM,GOKAK,59:29.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of ATHNI,"Partly cloudy. High 42ï¿½ï¿½C. Winds NE at 10 to 15 km/h.Cloudy weather,precipitation 10% and there is no chances of occurrence of rain. For accurate weather  information, please contact weather helplines. Varunamitra-  0806773",KARNATAKA,BELGAUM,ATHNI,06:03.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Ramdurg.,Cloudy weather with a percentage of precipitaion with 60% of rain taday. Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½  helpline number,KARNATAKA,BELGAUM,RAMDURG,13:48.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Mostly sunny; very warm; air quality will be unhealthy for sensitive groups,KARNATAKA,BELGAUM,HUKERI,13:55.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of RAYBAG,"Partly cloudy. High 41ï¿½ï¿½C. Winds N at 10 to 15 km/h.Cloudy weather,precipitation 0% and there is no chances of occurrence of rain. For accurate weather  information, please contact weather helplines. Varunamitra-  0806773",KARNATAKA,BELGAUM,RAYBAG,18:42.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Belgaum,Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,BYLAHONGAL,28:04.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  Taluk helpline,For more information please contact Varuna mitra - 08067735999.,KARNATAKA,BELGAUM,ATHNI,35:44.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report,Mostly sunny; very warm; air quality will be unhealthy for sensitive groups,KARNATAKA,BELGAUM,BYLAHONGAL,07:27.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report,"Chikodi, Karnataka 5 Day Weather15:02 ISTPrintDAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTODAY20 MAYPartly Cloudy41ï¿½ï¿½25ï¿½ï¿½10%NW 14 km/h20%TUE21 MAYPartly Cloudy40ï¿½ï¿½25ï¿½ï¿½0%WNW 17 km/h37%WED22 MAYMostly Sunny40ï¿½ï¿½25ï¿½ï¿½10%WNW 17 km/h42%THU23 MAYPartly Cloudy39ï¿½ï¿½24ï¿½ï¿½0%W 16 km/h44%FRI24 MAYMo",KARNATAKA,BELGAUM,CHIKODI,12:54.6
,AGRICULTURE,Others,Others,Weather,Asked about weather information about taluk Gokak,Partly Cloudy--26ï¿½ï¿½20%WSW 16 km/h47%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5918:5520:2507:07Partly cloudy. Low 26ï¿½ï¿½C. Winds WSW at 10 to ,KARNATAKA,BELGAUM,GOKAK,34:53.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of talukathni,Partly cloudy. Low 27ï¿½ï¿½C. Winds WSW at 10 to 15 k,KARNATAKA,BELGAUM,ATHNI,54:40.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of talukathni,Partly cloudy. Low 27ï¿½ï¿½C. Winds WSW at 10 to 15 k,KARNATAKA,BELGAUM,ATHNI,24:37.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report,DAYDESCRIPTIONHIGH / LOWPRECIPWINDHUMIDITYTONIGHT20 MAYPartly Cloudy--30ï¿½ï¿½20%S 11 km/h36%TUE21 MAYPartly Cloudy43ï¿½ï¿½31ï¿½ï¿½0%SSW 10 km/h29%WED22 MAYPartly Cloudy43ï¿½ï¿½31ï¿½ï¿½0%WNW 11 km/h29%THU23 MAYMostly Sunny43ï¿½ï¿½31ï¿½ï¿½0%N 14 km/h29%FRI24 MAYMostly ,KARNATAKA,BELGAUM,ATHNI,24:44.9
,HORTICULTURE,Vegetables,Cauliflower,Seeds and Planting Material,Asked about sowing season of cauliflower,"Time of sowingFor early season variety June-July is best transplanting time, For main season variety August to mid-September and October to first week of November is best transplanting for late varieties.",KARNATAKA,BELGAUM,HUKERI,42:01.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Thunderstorms early. Low 22ï¿½ï¿½C. Winds WSW at 10 to 15 km/h. Chance of ,KARNATAKA,BELGAUM,BYLAHONGAL,11:47.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Parasgad.,Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,PARASGAD,42:58.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report,40ï¿½ï¿½PARTLY CLOUDYfeels like 40ï¿½ï¿½H -- L 27ï¿,KARNATAKA,BELGAUM,ATHNI,51:50.5
,AGRICULTURE,Others,Others,Weather,Asked about weather information about taluk Parasgad,Partly Cloudy--25ï¿½ï¿½20%WSW 16 km/h61%UV INDEXSUNRISESUNSETMOONRISEMOONSET0 of 1005:5818:5320:2307:06Partly cloudy. Low 25ï¿½ï¿½C. Winds WSW at 10 to ,KARNATAKA,BELGAUM,PARASGAD,21:35.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,Thunderstorms early. Low 26ï¿½ï¿½C. Winds WSW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAMDURG,55:11.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athni.,Cloudy weather and there is no rainfall next 3 days. Further more details please kindly contact varuna mitra helpline number 08067735999,KARNATAKA,BELGAUM,ATHNI,30:07.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Khanapur,Generally clear. High 36ï¿½ï¿½C. Winds W at 10 to 15 k,KARNATAKA,BELGAUM,BYLAHONGAL,03:48.0
,AGRICULTURE,Others,Others,Weather,Asked about starting of monsoon,Monsoon starts from june 7th,KARNATAKA,BELGAUM,ATHNI,14:55.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk chikodi,Generally clear. High 40ï¿½ï¿½C. Winds WNW at 15 to 25 k,KARNATAKA,BELGAUM,CHIKODI,16:04.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of chikodi taluk.,"Precipitation 10% there is NO chance of  rain fall today, Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,CHIKODI,20:48.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of bylahongal,Generally clear. High 37ï¿½ï¿½C. Winds W at 10 to 15 k,KARNATAKA,BELGAUM,BYLAHONGAL,22:49.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report  of gokak taluk.,"Precipitation 10% there is NO chance of  rain fall today, Further more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,GOKAK,08:13.0
,AGRICULTURE,Others,Others,Varieties,Asked about forest department number,suggested-080-23341481,KARNATAKA,BELGAUM,ATHNI,30:42.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of raybag taluk,Generally clear. High 40ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,RAYBAG,33:35.9
,AGRICULTURE,Others,Others,Weather,Asked about weather information about taluk,Generally clear. High 41ï¿½ï¿½C. Winds NNW at 10 to 15 k,KARNATAKA,BELGAUM,ATHNI,59:47.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni,Generally clear. High 41ï¿½ï¿½C. Winds NNW at 10 to 15 k,KARNATAKA,BELGAUM,ATHNI,35:07.1
,AGRICULTURE,Others,Others,Weather,Asked about weather information about taluk,Generally clear. High 41ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,ATHNI,47:55.5
,AGRICULTURE,Others,Others,Weather,Asked about weather information about taluk athani,Generally clear. High 41ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,ATHNI,08:48.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Raybag,Generally clear. High 39ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,RAYBAG,09:39.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of raybag Taluk,Generally clear. High 39ï¿½ï¿½C. Winds NW at 10 to 15 k,KARNATAKA,BELGAUM,RAYBAG,30:13.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk Hukeri,Rain. High 38ï¿½ï¿½C. Winds WNW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,HUKERI,07:15.9
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about Plant Protection   in chilli,suggested to spray-1.0 g. Acephate 75 SP. in alit. water,KARNATAKA,BELGAUM,BELGAUM,27:45.6
,AGRICULTURE,Others,Others,Government Schemes,Asked about General information .,Suggested to contact Forestry department contact number:-080-23341481,KARNATAKA,BELGAUM,GOKAK,38:59.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Raybag,Afternoon showers. High 39ï¿½ï¿½C. Winds WNW at 10 to 15 km/h. Chance of rain ,KARNATAKA,BELGAUM,RAYBAG,46:16.6
,AGRICULTURE,Others,Others,Market Information,Asked about market rate of   tomato,KOLARHybridAverage1520Quintal60035332067,KARNATAKA,BELGAUM,HUKERI,15:43.3
,HORTICULTURE,Vegetables,Drum Stick,Cultural Practices,Verities details of drumstick,"Verities  of drumstick are:Jafna, Chavakacheri, Murunga,G . K . V . K - 1,G . K . V . K - 2,G . K . V . K - 3, Dhanaraj (Selection 6/4),P . K . M. - 1, Bhagya (K . D . M - 1)",KARNATAKA,BELGAUM,HUKERI,24:41.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Chikodi taluk,Thundershowers. High 38ï¿½ï¿½C. Winds WNW at 15 to 25 km/h. Chance of rain ,KARNATAKA,BELGAUM,CHIKODI,32:15.7
